,date,title,rank,rank_last_week,weeks_on_list,description,publisher,author
529,2019-02-22,DEVOTIONS,5,10,2,A collection of more than 200 poems spanning 50 years of the author’s career.,Penguin Press,Mary Oliver
530,2019-02-22,AN ANONYMOUS GIRL,6,2,5,Jessica Farris’s life unravels when she signs up for Dr. Shields’s psychology study.,St. Martin's,Greer Hendricks and Sarah Pekkanen
531,2019-02-22,THE WEDDING GUEST,7,0,1,Milo Sturgis and Alex Delaware investigate the death of a stranger at a wedding reception.,Ballantine,Jonathan Kellerman
532,2019-02-22,THE RECKONING,8,3,16,A decorated World War II veteran shoots and kills a pastor.,Doubleday,John Grisham
533,2019-02-22,FIRE AND BLOOD,9,6,12,The first volume of the two-part history of the Targaryens in Westeros.,Bantam,George RR Martin
534,2019-02-22,LIAR LIAR,10,4,4,Detective Harriet Blue has become a dangerous fugitive from the law as she pursues the murderer Regan Banks.,"Little, Brown",James Patterson and Candice Fox
535,2019-02-22,STRANGER THINGS: SUSPICIOUS MINDS,11,0,1,Terry Ives signs up to be a test subject of a government experiment to get to the bottom of a conspiracy.,Del Rey,Gwenda Bond
536,2019-02-22,THE LAST ROMANTICS,12,0,1,A family crisis tests the bonds and ideals of a renowned poet and her siblings.,Morrow,Tara Conklin
537,2019-02-22,THE LOST MAN,13,0,1,Nathan and Bub Bright find their other brother dead at the border of their cattle ranches in the Australian outback.,Flatiron,Jane Harper
538,2019-02-22,CIRCE,14,7,10,"Zeus banishes Helios' daughter to an island, where she must choose between living with gods or mortals.","Little, Brown",Madeline Miller
539,2019-02-22,I OWE YOU ONE,15,0,1,A series of debts between Fixie Farr and a handsome stranger involves her childhood crush.,The Dial Press,Sophie Kinsella
540,2019-02-15,WHERE THE CRAWDADS SING,1,1,22,A woman who survived alone in the marsh becomes a murder suspect.,Putnam,Delia Owens
541,2019-02-15,AN ANONYMOUS GIRL,2,3,4,Jessica Farris’s life unravels when she signs up for Dr. Shields’s psychology study.,St. Martin's,Greer Hendricks and Sarah Pekkanen
542,2019-02-15,THE RECKONING,3,5,15,A decorated World War II veteran shoots and kills a pastor.,Doubleday,John Grisham
543,2019-02-15,LIAR LIAR,4,4,3,Detective Harriet Blue has become a dangerous fugitive from the law as she pursues the murderer Regan Banks.,"Little, Brown",James Patterson and Candice Fox
544,2019-02-15,CRUCIBLE,5,2,2,Monk Kokkalis and Commander Gray Pierce use arcane clues in hopes of preventing a potential apocalypse.,Morrow,James Rollins
545,2019-02-15,FIRE AND BLOOD,6,8,11,The first volume of the two-part history of the Targaryens in Westeros.,Bantam,George RR Martin
546,2019-02-15,CIRCE,7,0,9,"Zeus banishes Helios' daughter to an island, where she must choose between living with gods or mortals.","Little, Brown",Madeline Miller
547,2019-02-15,TURNING POINT,8,6,4,Four American trauma doctors face difficult choices when they join a mass-casualty training program in Paris.,Delacorte,Danielle Steel
548,2019-02-15,THE ONLY WOMAN IN THE ROOM,9,9,4,Hedy Lamarr flees to Hollywood where she becomes a screen star and develops technology that might combat the Nazis.,Sourcebooks Landmark,Marie Benedict
549,2019-02-15,DEVOTIONS,10,0,1,A collection of more than 200 poems spanning 50 years of the author’s career.,Penguin Press,Mary Oliver
550,2019-02-15,THE NEW IBERIA BLUES,11,10,4,Detective Dave Robicheaux and his new partner Bailey Ribbons investigate the death of a young woman by crucifixion.,Simon & Schuster,James Lee Burke
551,2019-02-15,NINE PERFECT STRANGERS,12,12,13,A romance writer becomes fascinated by the owner and director of a health resort.,Flatiron,Liane Moriarty
552,2019-02-15,EVERY BREATH,13,11,16,Difficult choices surface when Hope Anderson and Tru Walls meet in a North Carolina seaside town.,Grand Central,Nicholas Sparks
553,2019-02-15,JUDGMENT,14,0,1,"Juliana Brody, a judge in the Superior Court of Massachusetts, has a one-night stand that might be her undoing.",Dutton,Joseph Finder
554,2019-02-15,OUT OF THE DARK,15,0,1,The fourth book in the Orphan X series.,Minotaur,Gregg Hurwitz
555,2019-02-08,WHERE THE CRAWDADS SING,1,1,21,A woman who survived alone in the marsh becomes a murder suspect.,Putnam,Delia Owens
556,2019-02-08,CRUCIBLE,2,0,1,Monk Kokkalis and Commander Gray Pierce use arcane clues in hopes of preventing a potential apocalypse.,Morrow,James Rollins
557,2019-02-08,AN ANONYMOUS GIRL,3,5,3,Jessica Farris’s life unravels when she signs up for Dr. Shields’s psychology study.,St. Martin's,Greer Hendricks and Sarah Pekkanen
558,2019-02-08,LIAR LIAR,4,2,2,Detective Harriet Blue has become a dangerous fugitive from the law as she pursues the murderer Regan Banks.,"Little, Brown",James Patterson and Candice Fox
559,2019-02-08,THE RECKONING,5,3,14,A decorated World War II veteran shoots and kills a pastor.,Doubleday,John Grisham
560,2019-02-08,TURNING POINT,6,4,3,Four American trauma doctors face difficult choices when they join a mass-casualty training program in Paris.,Delacorte,Danielle Steel
561,2019-02-08,THE GOLDEN TRESSES OF THE DEAD,7,0,1,"Flavia de Luce, a 12-year-old detective, is on the case when a human finger ends up in her sister’s wedding cake.",Delacorte,Alan Bradley
562,2019-02-08,FIRE AND BLOOD,8,6,10,The first volume of the two-part history of the Targaryens in Westeros.,Bantam,George RR Martin
563,2019-02-08,THE ONLY WOMAN IN THE ROOM,9,7,3,Hedy Lamarr flees to Hollywood where she becomes a screen star and develops technology that might combat the Nazis.,Sourcebooks Landmark,Marie Benedict
564,2019-02-08,THE NEW IBERIA BLUES,10,8,3,Detective Dave Robicheaux and his new partner Bailey Ribbons investigate the death of a young woman by crucifixion.,Simon & Schuster,James Lee Burke
565,2019-02-08,EVERY BREATH,11,9,15,Difficult choices surface when Hope Anderson and Tru Walls meet in a North Carolina seaside town.,Grand Central,Nicholas Sparks
566,2019-02-08,NINE PERFECT STRANGERS,12,10,12,A romance writer becomes fascinated by the owner and director of a health resort.,Flatiron,Liane Moriarty
567,2019-02-08,THE RULE OF LAW,13,0,1,"Dismas Hardy must solve a mystery involving his secretary, who is arrested for abetting a murder.",Atria,John Lescroart
568,2019-02-08,LONG ROAD TO MERCY,14,12,11,The F.B.I. agent Atlee Pine must choose between protecting her career or the United States' democracy.,Grand Central,David Baldacci
569,2019-02-08,THERE THERE,15,11,14,A multigenerational story exploring the plight of the urban Native American.,Knopf,Tommy Orange
570,2019-02-01,WHERE THE CRAWDADS SING,1,2,20,A woman who survived alone in the marsh becomes a murder suspect.,Putnam,Delia Owens
571,2019-02-01,LIAR LIAR,2,0,1,Detective Harriet Blue has become a dangerous fugitive from the law as she pursues the murderer Regan Banks.,"Little, Brown",James Patterson and Candice Fox
572,2019-02-01,THE RECKONING,3,5,13,A decorated World War II veteran shoots and kills a pastor.,Doubleday,John Grisham
573,2019-02-01,TURNING POINT,4,3,2,Four American trauma doctors face difficult choices when they join a mass-casualty training program in Paris.,Delacorte,Danielle Steel
574,2019-02-01,AN ANONYMOUS GIRL,5,1,2,Jessica Farris’s life unravels when she signs up for Dr. Shields’s psychology study.,St. Martin's,Greer Hendricks and Sarah Pekkanen
575,2019-02-01,FIRE AND BLOOD,6,6,9,The first volume of the two-part history of the Targaryens in Westeros.,Bantam,George RR Martin
576,2019-02-01,THE ONLY WOMAN IN THE ROOM,7,11,2,Hedy Lamarr flees to Hollywood where she becomes a screen star and develops technology that might combat the Nazis.,Sourcebooks Landmark,Marie Benedict
577,2019-02-01,THE NEW IBERIA BLUES,8,4,2,Detective Dave Robicheaux and his new partner Bailey Ribbons investigate the death of a young woman by crucifixion.,Simon & Schuster,James Lee Burke
578,2019-02-01,EVERY BREATH,9,8,14,Difficult choices surface when Hope Anderson and Tru Walls meet in a North Carolina seaside town.,Grand Central,Nicholas Sparks
579,2019-02-01,NINE PERFECT STRANGERS,10,13,11,A romance writer becomes fascinated by the owner and director of a health resort.,Flatiron,Liane Moriarty
580,2019-02-01,THERE THERE,11,0,13,A multigenerational story exploring the plight of the urban Native American.,Knopf,Tommy Orange
581,2019-02-01,LONG ROAD TO MERCY,12,15,10,The F.B.I. agent Atlee Pine must choose between protecting her career or the United States' democracy.,Grand Central,David Baldacci
582,2019-02-01,VERSES FOR THE DEAD,13,7,3,Agents Pendergast and Coldmoon track a killer who removes hearts and leaves handwritten letters.,Grand Central,Douglas Preston and Lincoln Child
583,2019-02-01,PAST TENSE,14,14,11,Jack Reacher explores the New England town where his father was born.,Delacorte,Lee Child
584,2019-02-01,CIRCE,15,9,8,"Zeus banishes Helios' daughter to an island, where she must choose between living with gods or mortals.","Little, Brown",Madeline Miller
585,2019-01-25,AN ANONYMOUS GIRL,1,0,1,Jessica Farris’s life unravels when she signs up for Dr. Shields’s psychology study.,St. Martin's,Greer Hendricks and Sarah Pekkanen
586,2019-01-25,WHERE THE CRAWDADS SING,2,1,19,A woman who survived alone in the marsh becomes a murder suspect.,Putnam,Delia Owens
587,2019-01-25,TURNING POINT,3,0,1,Four American trauma doctors face difficult choices when they join a mass-casualty training program in Paris.,Delacorte,Danielle Steel
588,2019-01-25,THE NEW IBERIA BLUES,4,0,1,Detective Dave Robicheaux and his new partner Bailey Ribbons investigate the death of a young woman by crucifixion.,Simon & Schuster,James Lee Burke
589,2019-01-25,THE RECKONING,5,3,12,A decorated World War II veteran shoots and kills a pastor.,Doubleday,John Grisham
590,2019-01-25,FIRE AND BLOOD,6,4,8,The first volume of the two-part history of the Targaryens in Westeros.,Bantam,George RR Martin
591,2019-01-25,VERSES FOR THE DEAD,7,2,2,Agents Pendergast and Coldmoon track a killer who removes hearts and leaves handwritten letters.,Grand Central,Douglas Preston and Lincoln Child
592,2019-01-25,EVERY BREATH,8,5,13,Difficult choices surface when Hope Anderson and Tru Walls meet in a North Carolina seaside town.,Grand Central,Nicholas Sparks
593,2019-01-25,CIRCE,9,6,7,"Zeus banishes Helios' daughter to an island, where she must choose between living with gods or mortals.","Little, Brown",Madeline Miller
594,2019-01-25,THE WINTER OF THE WITCH,10,0,1,The final book of the Winternight trilogy. The fate of two worlds depends on a girl who seeks to forge her own path.,Del Rey,Katherine Arden
595,2019-01-25,THE ONLY WOMAN IN THE ROOM,11,0,1,Hedy Lamarr flees to Hollywood where she becomes a screen star and develops technology that might combat the Nazis.,Sourcebooks Landmark,Marie Benedict
596,2019-01-25,THROUGH FIERY TRIALS,12,0,1,The 10th book in the Safehold series. A temporary peace gives way as international alliances change.,Tor,David Weber
597,2019-01-25,NINE PERFECT STRANGERS,13,7,10,A romance writer becomes fascinated by the owner and director of a health resort.,Flatiron,Liane Moriarty
598,2019-01-25,PAST TENSE,14,13,10,Jack Reacher explores the New England town where his father was born.,Delacorte,Lee Child
599,2019-01-25,LONG ROAD TO MERCY,15,12,9,The F.B.I. agent Atlee Pine must choose between protecting her career or the United States' democracy.,Grand Central,David Baldacci
600,2019-01-18,WHERE THE CRAWDADS SING,1,5,18,A woman who survived alone in the marsh becomes a murder suspect.,Putnam,Delia Owens
601,2019-01-18,VERSES FOR THE DEAD,2,0,1,Agents Pendergast and Coldmoon track a killer who removes hearts and leaves handwritten letters.,Grand Central,Douglas Preston and Lincoln Child
602,2019-01-18,THE RECKONING,3,1,11,A decorated World War II veteran shoots and kills a pastor.,Doubleday,John Grisham
603,2019-01-18,FIRE AND BLOOD,4,2,7,The first volume of the two-part history of the Targaryens in Westeros.,Bantam,George RR Martin
604,2019-01-18,EVERY BREATH,5,3,12,Difficult choices surface when Hope Anderson and Tru Walls meet in a North Carolina seaside town.,Grand Central,Nicholas Sparks
605,2019-01-18,CIRCE,6,0,6,"Zeus banishes Helios' daughter to an island, where she must choose between living with gods or mortals.","Little, Brown",Madeline Miller
606,2019-01-18,NINE PERFECT STRANGERS,7,9,9,A romance writer becomes fascinated by the owner and director of a health resort.,Flatiron,Liane Moriarty
607,2019-01-18,TARGET: ALEX CROSS,8,4,7,Alex Cross returns for the 26th book in the series bearing his name.,"Little, Brown",James Patterson
608,2019-01-18,A DELICATE TOUCH,9,0,1,The 48th book in the Stone Barrington series.,Putnam,Stuart Woods
609,2019-01-18,DARK SACRED NIGHT,10,12,9,"Detective Renée Ballard teams up with the retired detective Harry Bosch, who is working on a cold case.","Little, Brown",Michael Connelly
610,2019-01-18,THE BOY,11,0,1,"Nick Fourcade and Annie Broussard, a husband-and-wife detective team, investigate a boy’s murder and the disappearance of his babysitter.",Dutton,Tami Hoag
611,2019-01-18,LONG ROAD TO MERCY,12,10,8,The F.B.I. agent Atlee Pine must choose between protecting her career or the United States' democracy.,Grand Central,David Baldacci
612,2019-01-18,PAST TENSE,13,8,9,Jack Reacher explores the New England town where his father was born.,Delacorte,Lee Child
613,2019-01-18,ELEVATION,14,7,10,A man who is losing weight without getting thinner forms an unlikely alliance with his neighbors who are dealing with prejudices.,Scribner,Stephen King
614,2019-01-18,AN AMERICAN MARRIAGE,15,0,11,A newlywed couple's relationship is tested when the husband is sentenced to 12 years in prison.,Algonquin,Tayari Jones
615,2019-01-11,THE RECKONING,1,1,10,A decorated World War II veteran shoots and kills a pastor.,Doubleday,John Grisham
616,2019-01-11,FIRE AND BLOOD,2,2,6,The first volume of the two-part history of the Targaryens in Westeros.,Bantam,George RR Martin
617,2019-01-11,EVERY BREATH,3,3,11,Difficult choices surface when Hope Anderson and Tru Walls meet in a North Carolina seaside town.,Grand Central,Nicholas Sparks
618,2019-01-11,TARGET: ALEX CROSS,4,4,6,Alex Cross returns for the 26th book in the series bearing his name.,"Little, Brown",James Patterson
619,2019-01-11,WHERE THE CRAWDADS SING,5,5,17,A woman who survived alone in the marsh becomes a murder suspect.,Putnam,Delia Owens
620,2019-01-11,THE NEXT PERSON YOU MEET IN HEAVEN,6,6,12,"The sequel to ""The Five People You Meet in Heaven"" follows Annie on her heavenly journey.",Harper,Mitch Albom
621,2019-01-11,ELEVATION,7,7,9,A man who is losing weight without getting thinner forms an unlikely alliance with his neighbors who are dealing with prejudices.,Scribner,Stephen King
622,2019-01-11,PAST TENSE,8,8,8,Jack Reacher explores the New England town where his father was born.,Delacorte,Lee Child
623,2019-01-11,NINE PERFECT STRANGERS,9,10,8,A romance writer becomes fascinated by the owner and director of a health resort.,Flatiron,Liane Moriarty
624,2019-01-11,LONG ROAD TO MERCY,10,9,7,The F.B.I. agent Atlee Pine must choose between protecting her career or the United States' democracy.,Grand Central,David Baldacci
625,2019-01-11,TOM CLANCY: OATH OF OFFICE,11,11,5,President Jack Ryan must contain the fallout of a flu epidemic and two hijacked Russian nuclear missiles.,Putnam,Marc Cameron
626,2019-01-11,DARK SACRED NIGHT,12,0,8,"Detective Renée Ballard teams up with the retired detective Harry Bosch, who is working on a cold case.","Little, Brown",Michael Connelly
627,2019-01-11,LOOK ALIVE TWENTY-FIVE,13,12,7,The 25th book in the Stephanie Plum series.,Putnam,Janet Evanovich
628,2019-01-11,OF BLOOD AND BONE,14,0,3,"While the people of New Hope face threats, Fallon Swift goes on three quests to discover her powers.",St. Martin's,Nora Roberts
629,2019-01-11,THERE THERE,15,0,12,A multigenerational story exploring the plight of the urban Native American.,Knopf,Tommy Orange
630,2019-01-04,THE RECKONING,1,1,9,A decorated World War II veteran shoots and kills a pastor.,Doubleday,John Grisham
631,2019-01-04,FIRE AND BLOOD,2,2,5,The first volume of the two-part history of the Targaryens in Westeros.,Bantam,George RR Martin
632,2019-01-04,EVERY BREATH,3,3,10,Difficult choices surface when Hope Anderson and Tru Walls meet in a North Carolina seaside town.,Grand Central,Nicholas Sparks
633,2019-01-04,TARGET: ALEX CROSS,4,5,5,Alex Cross returns for the 26th book in the series bearing his name.,"Little, Brown",James Patterson
634,2019-01-04,WHERE THE CRAWDADS SING,5,4,16,A woman who survived alone in the marsh becomes a murder suspect.,Putnam,Delia Owens
635,2019-01-04,THE NEXT PERSON YOU MEET IN HEAVEN,6,6,11,"The sequel to ""The Five People You Meet in Heaven"" follows Annie on her heavenly journey.",Harper,Mitch Albom
636,2019-01-04,ELEVATION,7,10,8,A man who is losing weight without getting thinner forms an unlikely alliance with his neighbors who are dealing with prejudices.,Scribner,Stephen King
637,2019-01-04,PAST TENSE,8,7,7,Jack Reacher explores the New England town where his father was born.,Delacorte,Lee Child
638,2019-01-04,LONG ROAD TO MERCY,9,8,6,The F.B.I. agent Atlee Pine must choose between protecting her career or the United States' democracy.,Grand Central,David Baldacci
639,2019-01-04,NINE PERFECT STRANGERS,10,9,7,A romance writer becomes fascinated by the owner and director of a health resort.,Flatiron,Liane Moriarty
640,2019-01-04,TOM CLANCY: OATH OF OFFICE,11,15,4,President Jack Ryan must contain the fallout of a flu epidemic and two hijacked Russian nuclear missiles.,Putnam,Marc Cameron
641,2019-01-04,LOOK ALIVE TWENTY-FIVE,12,11,6,The 25th book in the Stephanie Plum series.,Putnam,Janet Evanovich
642,2019-01-04,THE OUTSIDER,13,0,21,A detective investigates a seemingly wholesome member of the community when an 11-year-old boy’s body is found.,Scribner,Stephen King
643,2019-01-04,KINGDOM OF THE BLIND,14,13,4,"While on suspension, Chief Inspector Armand Gamache is made an executor of a stranger’s will and tries to keep a deadly narcotic off Montreal’s streets.",Minotaur,Louise Penny
644,2019-01-04,THE PRESIDENT IS MISSING,15,0,18,President Jonathan Duncan takes on adversaries at home and abroad.,"Little, Brown and Knopf",Bill Clinton and James Patterson
645,2018-12-28,THE RECKONING,1,1,8,A decorated World War II veteran shoots and kills a pastor inside a Mississippi church.,Doubleday,John Grisham
646,2018-12-28,FIRE AND BLOOD,2,3,4,"Set 300 years before the events of “A Game of Thrones,” this is the first volume of the two-part history of the Targaryens in Westeros.",Bantam,George RR Martin
647,2018-12-28,EVERY BREATH,3,4,9,Difficult choices surface when Hope Anderson and Tru Walls meet in a North Carolina seaside town.,Grand Central,Nicholas Sparks
648,2018-12-28,WHERE THE CRAWDADS SING,4,11,15,A woman who survived alone in the marsh becomes a murder suspect.,Putnam,Delia Owens
649,2018-12-28,TARGET: ALEX CROSS,5,5,4,Alex Cross returns for the 26th book in the series bearing his name.,"Little, Brown",James Patterson
650,2018-12-28,THE NEXT PERSON YOU MEET IN HEAVEN,6,7,10,"The sequel to ""The Five People You Meet in Heaven"" follows Annie on her heavenly journey.",Harper,Mitch Albom
651,2018-12-28,PAST TENSE,7,6,6,Jack Reacher explores the New England town where his father was born.,Delacorte,Lee Child
652,2018-12-28,LONG ROAD TO MERCY,8,8,5,"Atlee Pine, an F.B.I. agent who is haunted by the childhood kidnapping of her twin sister, must choose between protecting her career or the United States' democracy.",Grand Central,David Baldacci
653,2018-12-28,NINE PERFECT STRANGERS,9,10,6,A romance writer becomes fascinated by the owner and director of a health resort.,Flatiron,Liane Moriarty
654,2018-12-28,ELEVATION,10,13,7,A man who is losing weight without getting thinner forms an unlikely alliance with his neighbors who are dealing with prejudices.,Scribner,Stephen King
655,2018-12-28,LOOK ALIVE TWENTY-FIVE,11,12,5,"The 25th book in the Stephanie Plum series. When several managers of a deli in Trenton disappear, a bounty hunter and her detective boyfriend look for clues.",Putnam,Janet Evanovich
656,2018-12-28,OF BLOOD AND BONE,12,2,2,"While the people of New Hope face threats, Fallon Swift goes on three quests to discover her powers.",St. Martin's,Nora Roberts
657,2018-12-28,KINGDOM OF THE BLIND,13,9,3,"While on suspension, Chief Inspector Armand Gamache is made an executor of a stranger’s will and tries to keep a deadly narcotic off Montreal’s streets.",Minotaur,Louise Penny
658,2018-12-28,DARK SACRED NIGHT,14,15,7,"Detective Renée Ballard teams up with the retired detective Harry Bosch, who is working on a cold case.","Little, Brown",Michael Connelly
659,2018-12-28,TOM CLANCY: OATH OF OFFICE,15,14,3,"President Jack Ryan must contain the fallout of a flu epidemic, an undermining senator and two hijacked Russian nuclear missiles.",Putnam,Marc Cameron
660,2018-12-21,THE RECKONING,1,3,7,A decorated World War II veteran shoots and kills a pastor inside a Mississippi church.,Doubleday,John Grisham
661,2018-12-21,OF BLOOD AND BONE,2,0,1,"While the people of New Hope face threats, Fallon Swift goes on three quests to discover her powers.",St. Martin's,Nora Roberts
662,2018-12-21,FIRE AND BLOOD,3,2,3,"Set 300 years before the events of “A Game of Thrones,” this is the first volume of the two-part history of the Targaryens in Westeros.",Bantam,George RR Martin
663,2018-12-21,EVERY BREATH,4,5,8,Difficult choices surface when Hope Anderson and Tru Walls meet in a North Carolina seaside town.,Grand Central,Nicholas Sparks
664,2018-12-21,TARGET: ALEX CROSS,5,4,3,Alex Cross returns for the 26th book in the series bearing his name.,"Little, Brown",James Patterson
665,2018-12-21,PAST TENSE,6,6,5,Jack Reacher explores the New England town where his father was born.,Delacorte,Lee Child
666,2018-12-21,THE NEXT PERSON YOU MEET IN HEAVEN,7,10,9,"The sequel to ""The Five People You Meet in Heaven"" follows Annie on her heavenly journey.",Harper,Mitch Albom
667,2018-12-21,LONG ROAD TO MERCY,8,7,4,"Atlee Pine, an F.B.I. agent who is haunted by the childhood kidnapping of her twin sister, must choose between protecting her career or the United States' democracy.",Grand Central,David Baldacci
668,2018-12-21,KINGDOM OF THE BLIND,9,1,2,"While on suspension, Chief Inspector Armand Gamache is made an executor of a stranger’s will and tries to keep a deadly narcotic off Montreal’s streets.",Minotaur,Louise Penny
669,2018-12-21,NINE PERFECT STRANGERS,10,9,5,A romance writer becomes fascinated by the owner and director of a health resort.,Flatiron,Liane Moriarty
670,2018-12-21,WHERE THE CRAWDADS SING,11,14,14,A woman who survived alone in the marsh becomes a murder suspect.,Putnam,Delia Owens
671,2018-12-21,LOOK ALIVE TWENTY-FIVE,12,8,4,"The 25th book in the Stephanie Plum series. When several managers of a deli in Trenton disappear, a bounty hunter and her detective boyfriend look for clues.",Putnam,Janet Evanovich
672,2018-12-21,ELEVATION,13,11,6,A man who is losing weight without getting thinner forms an unlikely alliance with his neighbors who are dealing with prejudices.,Scribner,Stephen King
673,2018-12-21,TOM CLANCY: OATH OF OFFICE,14,12,2,"President Jack Ryan must contain the fallout of a flu epidemic, an undermining senator and two hijacked Russian nuclear missiles.",Putnam,Marc Cameron
674,2018-12-21,DARK SACRED NIGHT,15,13,6,"Detective Renée Ballard teams up with the retired detective Harry Bosch, who is working on a cold case.","Little, Brown",Michael Connelly
675,2018-12-14,KINGDOM OF THE BLIND,1,0,1,"While on suspension, Chief Inspector Armand Gamache is made an executor of a stranger’s will and tries to keep a deadly narcotic off Montreal’s streets.",Minotaur,Louise Penny
676,2018-12-14,FIRE AND BLOOD,2,1,2,"Set 300 years before the events of “A Game of Thrones,” this is the first volume of the two-part history of the Targaryens in Westeros.",Bantam,George RR Martin
677,2018-12-14,THE RECKONING,3,3,6,A decorated World War II veteran shoots and kills a pastor inside a Mississippi church.,Doubleday,John Grisham
678,2018-12-14,TARGET: ALEX CROSS,4,2,2,Alex Cross returns for the 26th book in the series bearing his name.,"Little, Brown",James Patterson
679,2018-12-14,EVERY BREATH,5,4,7,Difficult choices surface when Hope Anderson and Tru Walls meet in a North Carolina seaside town.,Grand Central,Nicholas Sparks
680,2018-12-14,PAST TENSE,6,6,4,Jack Reacher explores the New England town where his father was born.,Delacorte,Lee Child
681,2018-12-14,LONG ROAD TO MERCY,7,7,3,"Atlee Pine, an F.B.I. agent who is haunted by the childhood kidnapping of her twin sister, must choose between protecting her career or the United States' democracy.",Grand Central,David Baldacci
682,2018-12-14,LOOK ALIVE TWENTY-FIVE,8,5,3,"The 25th book in the Stephanie Plum series. When several managers of a deli in Trenton disappear, a bounty hunter and her detective boyfriend look for clues.",Putnam,Janet Evanovich
683,2018-12-14,NINE PERFECT STRANGERS,9,9,4,A romance writer becomes fascinated by the owner and director of a health resort.,Flatiron,Liane Moriarty
684,2018-12-14,THE NEXT PERSON YOU MEET IN HEAVEN,10,8,8,"The sequel to ""The Five People You Meet in Heaven"" follows Annie on her heavenly journey.",Harper,Mitch Albom
685,2018-12-14,ELEVATION,11,10,5,A man who is losing weight without getting thinner forms an unlikely alliance with his neighbors who are dealing with prejudices.,Scribner,Stephen King
686,2018-12-14,TOM CLANCY: OATH OF OFFICE,12,0,1,"President Jack Ryan must contain the fallout of a flu epidemic, an undermining senator and two hijacked Russian nuclear missiles.",Putnam,Marc Cameron
687,2018-12-14,DARK SACRED NIGHT,13,12,5,"Detective Renée Ballard teams up with the retired detective Harry Bosch, who is working on a cold case.","Little, Brown",Michael Connelly
688,2018-12-14,WHERE THE CRAWDADS SING,14,14,13,A woman who survived alone in the marsh becomes a murder suspect.,Putnam,Delia Owens
689,2018-12-14,BEAUCHAMP HALL,15,11,2,Winona Farmington leaves behind the disappointments in her Michigan hometown to visit the English town where her favorite television show is filmed.,Delacorte,Danielle Steel
690,2018-12-07,FIRE AND BLOOD,1,0,1,"Set 300 years before the events of “A Game of Thrones,” this is the first volume of the two-part history of the Targaryens in Westeros.",Bantam,George RR Martin
691,2018-12-07,TARGET: ALEX CROSS,2,0,1,Alex Cross returns for the 26th book in the series bearing his name.,"Little, Brown",James Patterson
692,2018-12-07,THE RECKONING,3,3,5,A decorated World War II veteran shoots and kills a pastor inside a Mississippi church.,Doubleday,John Grisham
693,2018-12-07,EVERY BREATH,4,6,6,Difficult choices surface when Hope Anderson and Tru Walls meet in a North Carolina seaside town.,Grand Central,Nicholas Sparks
694,2018-12-07,LOOK ALIVE TWENTY-FIVE,5,1,2,"The 25th book in the Stephanie Plum series. When several managers of a deli in Trenton disappear, a bounty hunter and her detective boyfriend look for clues.",Putnam,Janet Evanovich
695,2018-12-07,PAST TENSE,6,4,3,Jack Reacher explores the New England town where his father was born.,Delacorte,Lee Child
696,2018-12-07,LONG ROAD TO MERCY,7,2,2,"Atlee Pine, an F.B.I. agent who is haunted by the childhood kidnapping of her twin sister, must choose between protecting her career or the United States' democracy.",Grand Central,David Baldacci
697,2018-12-07,THE NEXT PERSON YOU MEET IN HEAVEN,8,9,7,"The sequel to ""The Five People You Meet in Heaven"" follows Annie on her heavenly journey.",Harper,Mitch Albom
698,2018-12-07,NINE PERFECT STRANGERS,9,5,3,A romance writer becomes fascinated by the owner and director of a health resort.,Flatiron,Liane Moriarty
699,2018-12-07,ELEVATION,10,8,4,A man who is losing weight without getting thinner forms an unlikely alliance with his neighbors who are dealing with prejudices.,Scribner,Stephen King
700,2018-12-07,BEAUCHAMP HALL,11,0,1,Winona Farmington leaves behind the disappointments in her Michigan hometown to visit the English town where her favorite television show is filmed.,Delacorte,Danielle Steel
701,2018-12-07,DARK SACRED NIGHT,12,7,4,"Detective Renée Ballard teams up with the retired detective Harry Bosch, who is working on a cold case.","Little, Brown",Michael Connelly
702,2018-12-07,A SPARK OF LIGHT,13,12,8,"The lives of patients, doctors and activists intersect when a gunman holds them all hostage in a woman's health center in Mississippi.",Ballantine,Jodi Picoult
703,2018-12-07,WHERE THE CRAWDADS SING,14,10,12,A woman who survived alone in the marsh becomes a murder suspect.,Putnam,Delia Owens
704,2018-12-07,UNSHELTERED,15,11,6,"Intertwined stories of two families who live in different centuries on the same street corner in Vineland, N.J.",Harper,Barbara Kingsolver
705,2018-11-30,LOOK ALIVE TWENTY-FIVE,1,0,1,"The 25th book in the Stephanie Plum series. When several managers of a deli in Trenton disappear, a bounty hunter and her detective boyfriend look for clues.",Putnam,Janet Evanovich
706,2018-11-30,LONG ROAD TO MERCY,2,0,1,"Atlee Pine, an F.B.I. agent who is haunted by the childhood kidnapping of her twin sister, must choose between protecting her career or the United States' democracy.",Grand Central,David Baldacci
707,2018-11-30,THE RECKONING,3,3,4,A decorated World War II veteran shoots and kills a pastor inside a Mississippi church.,Doubleday,John Grisham
708,2018-11-30,PAST TENSE,4,1,2,Jack Reacher explores the New England town where his father was born.,Delacorte,Lee Child
709,2018-11-30,NINE PERFECT STRANGERS,5,2,2,A romance writer becomes fascinated by the owner and director of a health resort.,Flatiron,Liane Moriarty
710,2018-11-30,EVERY BREATH,6,5,5,Difficult choices surface when Hope Anderson and Tru Walls meet in a North Carolina seaside town.,Grand Central,Nicholas Sparks
